,bank,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
10774,RBC,"Only issue I have is that when moved from the samsung fold4 to the Samsung s24 ultra, it doesn't let me select sign in with biometrics.",3,1,4.45,2024-09-11 16:23:05,,
10775,RBC,FORCE U INTO EMAIL ALERTS BY SENDING TEXTS ALWAYS BETWEEN 3-4AM even if pre-authorized payment/ automatic deposits where not✅as much by all clients/seniors. ONLY 1 low balance alert even if money is added to go over threshold numerous times it doesn't send more. ALWAYS delays for any online purchases 2 appear & PayPal takes 3-5 days. DOESN'T show currency exchange rate with foreign charges only withdrawal in🇨🇦 b4 2-4 days later the exchange rate cost=2 diff $ instead of full amount initially,1,1,4.44,2024-09-10 23:37:59,,
10776,RBC,Is great experience the stuff 👌 very kind and nice and work very hard to make the client satisfied with services,5,0,4.44,2024-09-10 22:24:05,,
10777,RBC,Unable to use for money transfer which was the main reason I wanted to use this app.,1,0,4.34,2024-09-09 18:37:01,,
10779,RBC,App used to glitch out a lot and prevent me from making trades. Customer service may then blame you for it. Take ur business elsewhere.,1,0,4.44,2024-09-08 21:21:46,,
10780,RBC,What a joke of an app. Can't even do a simple etrasfer.,1,0,4.44,2024-09-08 18:27:02,,
10783,RBC,The app isn't compatible with a 2 yr old Samsung tablet and I am a wealth mgmt client. Not impressed!!!,1,4,4.34,2024-09-07 07:06:05,,
10784,RBC,It just crashes when I start it.,1,0,4.44,2024-09-06 17:32:28,,
10785,RBC,Cannot make an e-transfer in app. Fix the broken verification. Scans my client card with NFC successfully then says technical issues.,1,0,4.44,2024-09-05 19:16:52,,
10786,RBC,Garbage bank and even worse is the banking app stay clear of this bank if you don't want to deal with constant haleadaches,1,1,4.44,2024-09-05 10:48:37,,
10787,RBC,It's 2024 guys. You can build dark mode...,3,0,4.44,2024-09-05 06:16:22,,
10788,RBC,I have brand new tablet and it says app not compatible....I really need this app on my device,1,13,4.42,2024-09-05 01:29:14,,
10789,RBC,"I've been an RBC Bank customer for many years. I love the app I can get it on my phone which is a cheap Motorola, but I can still get it on my phone. However I bought a Google pixel tablet, and the app says it is not compatible with the tablet. I am so frustrated by this as I wanted to continue my banking on my tablet. I think the people that developed the app for the RBC should take a look at this and fix this Thank you for your time",2,1,4.44,2024-09-04 21:29:15,,
10790,RBC,"It's not available for Lenovo Tab TB-J616F, which is a very popular tablet. That's one of the reasons I'm switching to another bank, sadly.",1,5,4.34,2024-09-04 20:16:23,,
10791,RBC,Dreadful. 2fa hardly ever works for web banking,1,0,4.44,2024-09-04 10:49:02,,
10792,RBC,"I login with my ""trusted device"" and try to do an e-transfer and it says it sent a notification to my ""other device"". What other device? I check the trusted device options and it says I'm signed into the device that's trusted.",1,1,4.44,2024-09-03 22:27:07,,
10793,RBC,Mobile notifications stopped working. Cannot sign in even though the same password works on Web,2,0,4.44,2024-09-03 22:15:27,,
10795,RBC,"Horrible tool. every time I need to transfer money, asks for ID, and the software is unable to scan the documents properly. Each time takes more than an hour, and sometimes it ends up going to the bank in person. The app has the same issue with the cheque's depositing for years, but it accepted photos as well. After a decade, they couldn't resolve it and surprisingly added a new requirement with that buggy part.",1,254,4.44,2024-09-03 09:31:02,,
10796,RBC,It's fast and easy to navigate,5,0,4.44,2024-09-02 06:21:50,,
10797,RBC,"The app is good, but the bank is a bit that needs improvement",2,0,4.44,2024-09-01 21:00:20,,
10798,RBC,"I often don't receive the notification for 2-step verification, so I can't make changes to my account and/or payments as well.",1,0,4.44,2024-09-01 17:12:21,,
10799,RBC,"Absolutely the worst app. RBC won't increase my online e-transfer limit, they are FORCING to download their app for an increased limit. Since I had no choice, I downloaded the app and tried to send funds but it wouldn't complete the transaction because of ""technical difficulties"", I tried twice but exactly the same message appears. It shows the same message when I tried to view my daily limits. I have bills to pay and RBC is delaying it. RBC aquired HSBC and decreased my limit to half.",1,0,4.34,2024-09-01 13:47:46,,
10800,RBC,"Literally horrible. For some god awful reason they signed me out of my account and I forgot my password and it wouldn't let me add a new one so I called the support line and NOBODY PICKED UP. What a surprise, I just got about fifty ads and literally no help. Guess whats even better? I can't even complain or get actual help because I need my PASSWORD! Thanks RBC. ☺️",1,0,4.44,2024-08-30 18:12:14,,
10801,RBC,"Constant errors ""something went wrong""",2,0,4.34,2024-08-30 16:12:13,,
10802,RBC,"Disappointing letdown: this app has no working feature to make my account the default for incoming Interac transfers. There's an info page but no link that would actually do it; you need a Windows device to make it happen. Also, this app makes it very hard to find the various features. Needs to be more user-friendly.",3,2,4.44,2024-08-30 15:59:54,,
10803,RBC,"Used to be good, but something made it so that 2 factor authentication is automatically always on. My card doesn't have tap for security reasons, facial recognition on the app is abysmal, and I only have one secure device which is used by the app, so I can't verify at all. The app has become functionally useless for its main purpose, of transferring money with ease.",1,76,4.44,2024-08-30 13:51:56,,
10804,RBC,"The app has potential, but several issues need urgent attention. The most concerning problem is with caching. Details from one account often appear under another, which is incredibly confusing and can lead to mistakes. I've also noticed old payments showing up in the wrong account, adding to the confusion. These issues make it difficult to trust the accuracy of the information displayed. I hope these problems are addressed soon, as they significantly impact the usability of the app.",2,96,4.44,2024-08-30 13:40:04,,
10805,RBC,"The only reason why I downloaded the app was that they keep pushing for it while doing online banking causing issues with using the traditional online version. The tapping of your client card at the back of your phone to pay an e-transfer, gets really annoying and now they ask for IDs and a live picture of you for identification which is the only bank I have ever heard that does this on their app. I find that everytime I want to pay something, it's never simple and I always encounter problems.",2,31,4.44,2024-08-30 09:41:28,,
10807,RBC,"This is a great app for my android phone, BUT, attempting 2 step verification using my laptop is anything but smooth. Could you just text me a code like everyone else? No one wants to make a call to CS, let alone 2 or 3. Make it more user friendly, please.",4,0,4.44,2024-08-29 21:29:27,"Hi there, sorry you were having this issue. If you continue to have this issue please give us a call at 1-800-769-2555, we'd be happy to help. - Miranda",2024-09-23 18:04:52
10809,RBC,I can't access,2,0,4.44,2024-08-29 08:45:03,"Hi, I'm sorry this was happening for you. If this issue continues to occur, please call us at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 18:09:19
10811,RBC,"Login procedure is broken. I have biometrics set up and yet when I'm attempting to log in, I have to bounce back and forth between the traditional log in and biometrics several times before it recognizes my credentials and allows me access to my account. Tried re-installing - same issue.",2,1,4.44,2024-08-28 09:05:37,"Hi Kevin, I'm sorry this was happening for you. If this issue continues to occur, please call us at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 18:12:36
10813,RBC,"Wanted to open student bank account for my student child. The process asked me to download this app so that I continue verification. And then the app asks for card information which I do not have because I have not yet completed registration. Wanted to book an appointment online..again asks for existing client details. Which I do not have, because have not yet registered fully. Ridiculous process, chasing your own tail.",1,0,4.42,2024-08-28 01:36:32,,
10815,RBC,"So many ""we're having technical difficulties."" A disaster of an app.",1,0,4.44,2024-08-26 23:42:03,"Hi Chad, I'm sorry this was happening for you. If this issue continues to occur, please call us at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 18:18:17
10816,RBC,"Terrible app. I haven't received the DEBIT card yet from the bank, I have to wait 2 weeks. But the app ask me to make tap the card to proceed further with the transaction. Online banking on website meanwhile only allow max limit 1k/day. So if I want to transfer over 1k, mobile app is the only choice. But again, mobile app requests me to tap the card which I am not provided yet. I don't have options to change other verification method either. The app has a really terrible design!",1,1,4.44,2024-08-26 09:08:14,"Hi there, I'm sorry this was happening for you. If this issue continues to occur, please call us at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 17:39:19
10817,RBC,Practically about 90% of what you need done on a daily basis can be done by the app.,5,0,4.44,2024-08-24 10:08:54,Thank you for sharing your feedback. -Miranda,2024-09-23 17:39:57
10818,RBC,"This bank can't open its doors on time. That's kind of important when they're holding my money. Their customer service is pretty garbage. The app can't deposit cheques, properly. You could have 50k in the bank, deposit a cheque through your phone for 1k and only have access to 500. Because that makes sense. Their rates are high af. Find a different bank",1,3,4.44,2024-08-24 08:31:46,,
10819,RBC,Very informative,5,0,4.44,2024-08-23 18:02:02,Thank you very much for your 5-star review! -Miranda,2024-09-23 17:41:29
10820,RBC,Very secure app.,5,0,4.44,2024-08-23 17:37:36,"Hi, thank you very much for your feedback. - Miranda",2024-09-23 17:57:38
10821,RBC,It's easy to use and gives you all the functions you want.,4,0,4.44,2024-08-23 08:15:23,Thank you for sharing your feedback. -Miranda,2024-09-23 17:58:11
10822,RBC,my blood pressure rises every time I have to log in to my bank account. every time I open it I'm rolling the dice on whether I'll need to make an hourlong call to customer support again to reset my password because for some reason the app decides at random to not parse whatever you've put into the password field. I'd close my RBC account entirely if I could.,1,1,4.44,2024-08-22 18:35:57,,
10823,RBC,Won't open. When you click the app to open it just attempts to open and then immediately closes after half a second.,1,0,4.44,2024-08-22 12:39:59,"Hi there, sorry you were having an issue. If you continue to have an issue please give us a call at 1-800-769-2555, we'd be happy to help. - Miranda",2024-09-23 17:23:15
10824,RBC,Terrible app can't even send e transfers anymore. It's better to use the website via my phone than it is to use this app,1,0,4.44,2024-08-21 18:40:59,"Hi James, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 17:24:02
10825,RBC,🐊🐊🐊needs improvement🐊🐊🐊,5,0,4.27,2024-08-21 12:26:28,"Hi, thanks for your feedback. - Miranda",2024-09-23 17:25:33
10827,RBC,Good user interface. Easy to make payments and transfers funds.,5,0,4.44,2024-08-20 16:35:03,Thank you so much for your feedback. -Miranda,2024-09-23 17:31:37
10828,RBC,One star for still putting cheques on hold for 5 days in 2024!!! please don't tell us you need 5 days to process a cheque while I can do an etransfer in minutes!!!,1,1,4.34,2024-08-20 15:28:50,,
10829,RBC,"Lately there's been difficulties with daily transaction limits on the mobile app only. Etransfers have been an issue, unable to send amounts that I can send on my PC app; most frustrating",3,0,4.34,2024-08-20 09:03:56,"Hi Deb, sorry you were having an issue. If you continue to have an issue please give us a call at 1-800-769-2555, we'd be happy to help. - Miranda",2024-09-23 17:32:27
10830,RBC,Terrible,1,0,4.33,2024-08-19 14:59:44,"Hi there, I'm sorry to hear this. Please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 17:37:29
10832,RBC,"Overall the app provides a lot of functionality; however, I've never been able to get International Money Transfers to work. Everytime I try to use it, I get an error message saying 'Sorry we are experiencing Technical Difficultues'. I've chatted with RBC tech support on several occasions, but they've never been able to give me solution that works. I just use the website or MoneyGram now whenever I need to do that type of transfer.",3,13,4.44,2024-08-18 10:07:15,Thank you for your time and feedback. Please add the recipient on the full online banking site and then try the International money transfer on the app. Please advise if issue still persist. -- Ray,2023-07-10 15:53:24
10833,RBC,"2 step authentication STILL does NOT exist on this app !!! There's nowhere to set it under ""more"". Your pdf instructions are wrong. I phoned the agents at the Royal Circle and they say it does not exist either on the desktop. How is it possible that in this day and age, 2FA doesn't exist on the mobile app or the desktop ? This is unsafe from a security point of view. Your money and investments are NOT secure in this app. Pixel 7, Android 14 stock.",1,1,4.44,2024-08-18 01:59:57,"Hi there, sorry you were having this issue. If you continue to have this issue please give us a call at 1-800-769-2555, we'd be happy to help. - Miranda",2024-09-23 17:20:06
10835,RBC,App is plagued with so many issues. IT people don't do their job.,2,0,4.44,2024-08-17 11:19:57,"Hi there, sorry you were having an issue. If you continue to have an issue please give us a call at 1-800-769-2555, we'd be happy to help. - Miranda",2024-09-23 17:21:10
10840,RBC,"Continuously received ""Sorry, we are experiencing technical issues"" when trying to send an e-transfer. This is lie. The truth is that the latest version of the app is not compatible with my phone and the version that is compatible no longer works properly. The services I recieve from the people managing my money should not depend on what phone I choose.",1,25,4.34,2024-08-15 21:50:00,"Hi Steve, RBC Mobile is currently compatible with OS 12 or later, we apologize for any inconvenience this causes. - Miranda",2024-09-23 16:52:58
10841,RBC,"It's impossible to deposit a cheque. It keeps trying to take the picture and when it takes it the app reinitializes and I have to sign in again, so cheque never gets deposited. It is incredibly simple with Scotiabank's app, RBC's is a nightmare.",2,0,4.44,2024-08-15 20:33:15,"Hi John, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 16:54:03
10843,RBC,"The RBC App meets all of your needs! It's great. I'd advise people to use the app for any kind of banking needed from basic to loans, lending and more!",5,0,4.34,2024-08-15 17:17:17,"Hi, thank you very much for your feedback. - Miranda",2024-09-23 16:55:00
10844,RBC,"Not even updated app, doesn't work on my android,",2,0,4.34,2024-08-15 16:00:59,"Hi there, RBC Mobile is currently compatible with OS 12 or later, we apologize for any inconvenience this causes. - Miranda",2024-09-23 17:04:13
10845,RBC,Hasn't worked for over a month. Will be closing my accounts with royal bank,1,0,4.36,2024-08-14 15:13:08,"Hi Bruce, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 17:07:20
10846,RBC,good,5,0,4.44,2024-08-13 21:54:54,Thanks a lot for your review! - Miranda,2024-09-23 17:08:02
10847,RBC,Incredible. Period.,5,0,4.26,2024-08-13 15:39:02,Thank you very much for your 5-star review! -Miranda,2024-09-23 17:09:28
10848,RBC,Why is it that half the time when using the google password manager to fill in a username and password can I not login to the app? I feel like this should probably be one of the most important things to test before releasing version changes. This has been fixed then broken again multiple times across multiple versions. Please fix this issue if possible or at least help me understand why it cannot be fixed. Update: Called and RBC confirmed they don't support the native google password manager...,1,1,4.44,2024-08-13 14:42:45,"Hi Matthew, we'd like to gather some more details from you to help with your issue. Please call us at 1-800-769-2555, we'd be happy to help. - Miranda",2024-06-17 15:49:26
10849,RBC,Very good but you need dark mode.,4,0,4.44,2024-08-13 11:36:41,"Thank you for your time and feedback, I will pass this along to our developers. - Miranda",2024-09-23 16:40:52
10850,RBC,"After an update this has become the most fkn annoying app, it Says ""1 time 2 step verification"" EVERY FKN TIME. its almost enough to make me wanna switch banks. Infuriating. Honestly.. I hope you have a better less aggravating experience because I hate this app and I was basically forced to DL this turd to stop the 2 step BS since an update when it started harassing me and its exactly the same, maybe worse.",1,0,4.44,2024-08-12 18:45:26,,
10852,RBC,"Cannot do e-Transfer anymore. It never works. I tried resetting cache and data, reinstalled the app, still nothing works. Edit: contacted support and it appears that RBC is limiting any device that is not android 12 and up from getting the new version of the app that has the e-transfer authentication problem kind of solved. Basically, if you have android 11 or older, you will not be able to do any transfer anymore and you have to get a new phone. There goes the point of even having the app.",1,398,4.44,2024-08-12 16:57:00,"Hi there, RBC Mobile is currently compatible with OS 12 or later, we apologize for any inconvenience this causes. - Miranda",2024-09-23 16:44:08
10853,RBC,doesn't accept my password no matter how many times I reset my password to log into the app so can't even get in to the app,1,1,4.44,2024-08-12 14:47:01,"Hi, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 16:44:48
10854,RBC,Why is it saying we're sorry can't open your mobile banking session,1,0,4.44,2024-08-12 03:29:11,"Hi there, sorry you were having this issue. If you continue to have this issue please give us a call at 1-800-769-2555, we'd be happy to help. - Miranda",2024-09-23 16:45:38
10855,RBC,Thank you for your services in our protection,5,0,4.44,2024-08-11 02:01:44,"Hi, thank you very much for your feedback. - Miranda",2024-09-23 16:46:19
10856,RBC,"Also having constant problems sending etransfers, before you ask I have already tried uninstalling and reinstalling the app and still doesnt happen",2,2,4.34,2024-08-10 19:42:35,"Hi Daisy, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 16:32:52
10857,RBC,"I use the app to keep track of my finances, make payments, and just keep on top of my income-expenditure cycles. It's by far the best bank app I've used, with useful tips and tricks.",5,6,4.43,2024-08-10 18:47:38,Thank you so much for your review! - Miranda,2024-09-23 16:33:38
10858,RBC,Great app 👌,5,0,4.44,2024-08-09 15:16:07,Thank you very much for your 5-star review! -Miranda,2024-09-23 16:34:10
10859,RBC,"I like this app it's nice it's clean it's persistent. Only downside is I have bad spending habits for my card, I'm hoping to see a feature in the future, so you can lock your savings accounts so you can put in and can't take out without credentials of some sort.",4,0,4.44,2024-08-09 15:11:45,"Thank you for your time and feedback, I will pass this along to our developers. - Miranda",2024-08-09 15:02:53
10860,RBC,Why the heck does Dominion Securities not have fingerprints set up.....no where to be found.. Edit: No I don't want to call and wait on hold for 15 minutes...,1,3,4.44,2024-08-09 14:29:16,"Hi Josh, I'm sorry you were experiencing this issue. We'd like to gather some more details from you to help address this, please call us at 1-888-820-8006. - Miranda",2024-08-09 14:13:03
10861,RBC,Usually a straightforward app to use,4,0,4.44,2024-08-09 13:10:02,Thank you for sharing your feedback. -Miranda,2024-09-23 16:35:01
10862,RBC,Easy to use,4,0,4.34,2024-08-09 08:43:33,Thanks for the review! - Miranda,2024-09-23 16:35:42
10864,RBC,Great 👍,5,0,4.43,2024-08-07 15:09:05,Thank you so much for your review! - Miranda,2024-09-23 16:38:51
10865,RBC,It started asking me to review my information on each sign in,2,0,4.43,2024-08-07 13:57:02,"Hi, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 16:08:06
10866,RBC,Worst customer service by their Indian call centre,1,0,4.41,2024-08-07 11:35:43,,
10867,RBC,"RBC has been great to use as a service in any circumstance of banking. I really appreciate their service , RBC seems to work in global meltdowns etc. Thank you for helping me out.",5,0,4.43,2024-08-06 12:58:06,Thanks for the great review! - Miranda,2024-09-23 16:12:47
10868,RBC,Works well! Just don't features you can t do on all your can on computer,5,0,4.43,2024-08-05 09:40:02,Thank you for sharing your feedback. -Miranda,2024-09-23 16:21:20
10869,RBC,What's wrong? Couldn't pay for groceries and now the app and website won't let me log on?,1,1,4.43,2024-08-04 17:18:05,,
10870,RBC,Love it.,5,0,4.43,2024-08-03 10:02:22,Thank you Larry for the 5-star review! - Miranda,2024-09-23 16:23:02
10871,RBC,Biometrics sign in stopped working as of the latest update.,1,1,4.43,2024-08-03 09:49:44,"Hi, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 16:26:03
10872,RBC,One star for my varrie,1,0,4.43,2024-08-02 20:12:33,,
10873,RBC,"tried to sign into my app on galaxy tab s8 ultra. it asked me to update the app. when it directed me to play store it didn't show a update button. so thinking I may need to uninstall and reinstall, I took it off the tablet and now I don't have any access to it. I use this tablet as my main computer and it is very inconvenient for me to sign in on my phone and the website. the whole point of the app is for convenience. I buy and sell stocks through the day and its really effecting productivity",1,21,4.43,2024-08-02 16:20:21,"Hi, the RBC Mobile app is not available for Android tablets, we apologize for any inconvenience this causes. As a workaround, you may be able to access Online Banking using a browser on the tablet. - Miranda",2024-09-23 16:31:52
10874,RBC,8/1/24 biometric login seems to have stopped working,3,1,4.42,2024-08-02 14:25:09,"Hi, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 15:38:44
10875,RBC,Virtual card never shows up .. always says technical issue,1,0,4.43,2024-08-02 13:29:13,"Hi, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 15:39:26
10876,RBC,"Can't use RBC with CRA directly anymore, they made my business account paid and keep increasing service fees every year. Money grabbers. On top of that e-transfer daily limits are different on the web and in the app, this is very unprofessional to force your app like that.",1,2,4.42,2024-08-02 12:26:30,"Hi Maksim, I'm sorry you were experiencing this. We'd like to gather some more details from you to help address this, please call us at 1-800-769-2555. - Miranda",2024-09-23 15:40:40
10878,RBC,"usually it's pretty good but lately options have been disappearing arbitrarily; the message center says it's not supported on mobile when I just used it yesterday, & now that whole chat log with numbers I needed to call later are all gone along with the convenience being able to just message an advisor at my leisure - that's ridiculous, it's now nearly useless for anything but looking at balance for me now",1,0,4.43,2024-08-01 17:50:48,"Hi there, sorry you were having this issue. If you continue to have this issue please give us a call at 1-800-769-2555, we'd be happy to help. - Miranda",2024-09-23 15:42:32
10879,RBC,"Honestly get some better IT people! This app is absolutely horrible for sending e-transfers, two step verification NEVER works. Love that you have a higher e-transfer limit in app vs. online but what good does it do if you can never send e-transfers through the app anyway. Everyone has this complaint and yet they do nothing to fix it. Hire IT people who actually know how to fix the problems with your app! Update: I did reinstall the app, it still didn't work and I called RBC they couldn't help",1,142,4.42,2024-08-01 16:29:08,"Hi Cassie, I'm sorry you were having this issue. Please try to reinstall the app on your device, and if the issue persists please call us at 1-800-769-2555, we can help you out. - Miranda",2024-07-22 15:50:11
10880,RBC,"Worst banking app ever. 2 step verification doesn't work, making some interac transfers impossible. Slow and buggy. Reinstalled the app, not working. Called them, not working. Please fix this",1,0,4.43,2024-08-01 15:13:57,,
10881,RBC,The verification process for transferring funds is clunky . It shouldn't have to take a picture of my drivers license to send money.,3,0,4.43,2024-08-01 07:24:42,"Hi Stew, I'm sorry this was happening for you. If this issue continues to occur, please call us at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 15:52:31
10882,RBC,"Terrible app Doesn't recognize drivers license, face pictures and withholds your funds for no reason.",1,0,4.43,2024-07-31 23:26:06,"Hi John, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 15:53:10
10883,RBC,Subpar,2,0,4.43,2024-07-31 22:22:22,Thank you for taking the time to share your feedback. - Miranda,2024-09-23 15:54:04
10884,RBC,"Used to live the app but I got a new phone and now it won't even let me use the application without having to boot up my old phone due to the verification process. I've tried everything from uninstalling the app, turning off the 2 step verification, ect and it still will not recognize my new phone as the trusted device and stop asking for verification via my old phone. It's driving me nuts. I guess I'm doing all my banking from a computer from now on",2,0,4.43,2024-07-31 22:01:12,"Hi Lizzy, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 15:25:17
10885,RBC,No history tab available on my version to cancel etransfers,1,0,4.43,2024-07-31 04:23:41,"Hi Brandon, I'm sorry you were unable to locate the history tab. If this issue continues to occur, please call us at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 15:33:34
10886,RBC,Meh,3,0,4.43,2024-07-30 16:51:43,Thank you for taking the time to share your feedback. - Miranda,2024-09-23 15:34:40
10887,RBC,Works fine but I can't set my new phone as a trusted device because the 2FA settings menu is broken. It's annoying that it expects me to approve my sign-in on a device I no longer own or get a text message every time I sign in or send an e-transfer,2,0,4.43,2024-07-30 15:32:48,"Hi Chase, I'm sorry you were experiencing this. We'd like to gather some more details from you to help address this, please call us at 1-800-769-2555. - Miranda",2024-09-23 15:35:36
10888,RBC,"I had an iPhone before and there were no issues when sending etransfer. I recently switched to Android and I've never gotten any successful etransfer done. It said they sent me a notification and looked for the badge but I NEVER got one on my phone (yes I did turn on the notification, I did download the latest app), but stillnothing. Seriously???? Isn't RBC one of the big banks?? But can't even get the APP fixed properly?",1,35,4.43,2024-07-28 07:57:37,"Hi, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 15:37:48
10889,RBC,my only issue is the app takes a long time to show how much I owe on my visa. you would think with today's technology would be instantaneous,3,0,4.43,2024-07-28 00:49:44,,
10890,RBC,Awesome app for all your Banking needs ....,5,0,4.42,2024-07-27 18:12:56,Thank you Frances for the 5-star review! - Miranda,2024-09-23 15:08:18
10891,RBC,This is where I do my banking!😁👍💵,5,0,4.42,2024-07-27 14:33:03,Thank you so much for your review! - Miranda,2024-09-23 15:08:53
10892,RBC,The best bank in Canada there the most helpful bank ever ever,5,0,4.43,2024-07-26 22:30:10,"Hi Allan, thank you very much for your feedback. - Miranda",2024-09-23 15:09:30
10894,RBC,"The app works for the basic banking needs, which is all that I need. Push notifications have been broken for years; no amount of reinstall, cache clearing, etc has ever fixed it. I can't turn off 2FA to reset the setting as the app constantly tells me that I ""...lost my internet connection and to try again later"". Does the job but it's broken.",3,9,4.43,2024-07-26 12:45:06,"Hi there, sorry you were having this issue. If you continue to have this issue please give us a call at 1-800-769-2555, we'd be happy to help. - Miranda",2024-09-23 15:11:35
10895,RBC,Great,5,0,4.37,2024-07-25 19:40:16,Thank you Justin for the fantastic review! - Miranda,2024-09-23 15:12:33
10896,RBC,Everyone has no clue how to tie there shoes at this company,1,0,4.43,2024-07-25 17:54:00,,
10897,RBC,App used to be fine. The virual advisor doesn't show up it's frustrating and waste of time,1,0,4.43,2024-07-25 13:20:11,"Hi Rizwan, I'm sorry this was happening for you. If this issue continues to occur, please call us at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 15:13:47
10898,RBC,Great,5,0,4.43,2024-07-24 20:41:22,Thanks Sandy for the review! - Miranda,2024-09-23 15:14:37
10899,RBC,"Overall a good up. Unfortunately, the issue disciribed below was persistant for more than a week, wich is a pretty long time for a sev2 bug. Taking one star out. Check deposit - please fix ASAP! I know you are aware of this problem. It's been a few days, this is annoying. Generally, I like this app. It's not perfect but pretty ok. I'll change my rating once the bug is fixed.",4,32,4.43,2024-07-24 13:25:57,"Hi Natalia, I'm sorry you were having this issue. Please try to reinstall the app on your device, and if the issue persists please call us at 1-800-769-2555, we can help you out. - Miranda",2024-07-22 15:42:39
10900,RBC,"Switching to TD soon, took a certified Canada post money order in today and they're holding it for 4 days...but will gladly send money to Ukraine go figure and yet I know how these things work and have to pay Canada post in said cash for a money order...legal tender but hey go support your yellow and blue and ignore your local Canadians.",1,2,4.43,2024-07-24 01:50:31,,
10901,RBC,5.2 will 700.00 the truck 🚚 for,4,0,4.41,2024-07-23 04:23:13,,
10903,RBC,Great app,3,0,4.43,2024-07-22 22:56:20,Thank you for the review! - Miranda,2024-09-23 15:06:52
10905,RBC,"Good, clean, and quick. Nothing fancy, just the quick info you need. I gave it three stars because I cannot send an etransfer. Each time I try to send one is gives a message that they're experiencing technical difficulties. I can send etransfers from my PC but not through this app. Hopefully a fix will be made soon.",3,126,4.43,2024-07-21 20:41:43,"Hi Jeff, thanks for the review! Appreciate the feedback - eTransfers should be working, so I'd recommend checking on that with our advisors at 1-800-769-2555 when you have a moment. -- Dustin",2020-10-20 09:08:22
10906,RBC,Tap to back to verify doesn't work and doesn't give another option. Trash.,1,0,4.43,2024-07-20 20:53:45,"Hi, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-09-23 14:55:20
10907,RBC,RBC company they don't treat their customers with respect to rude conceited I'm going with Tangerine stay away from RBC,1,0,4.43,2024-07-20 13:21:34,,
10908,RBC,God bless you Royal RBC BANKS🇨🇦 🤝🙏🙏,5,0,4.34,2024-07-19 11:15:57,Thanks for the review! - Miranda,2024-09-23 14:54:26
10909,RBC,Easy to look up your account I love it,5,0,4.43,2024-07-18 02:21:31,Thanks for the great review! - Miranda,2024-09-23 14:53:22
10910,RBC,Effortless,5,0,4.43,2024-07-16 16:17:21,Thank you for the 5-star review! - Miranda,2024-09-23 14:51:42
10911,RBC,works great ... No bugs so far ...,5,0,4.43,2024-07-16 16:02:41,Thank you for the 5-star review! - Miranda,2024-08-09 15:09:40
10912,RBC,App does not work at all for Android or IOS. It is a shame that a Bank like RBC cannot offer an app. Moving my portfolio to TD.,1,1,4.43,2024-07-15 15:10:00,"Hi there, I'm sorry this was happening for you. If these issues continue to occur, please reinstall the app on your device, and please call us at 1-800-769-2555 if you are still having this concern. - Miranda",2024-09-23 14:50:56
10913,RBC,"Dont deposit a check through the app!! They locked me out of my account on a Saturday because I did that. Completely blocked my access to my account as well as online banking! And to make it worse, the customer service was a complete waste of time. Got transferred to 4 different people and not one of them helped me. I've only been with rbc for a year, but I wont be no more. Going to close my account today. I'll give my business to a bank that isnt going to try to screw you over",1,1,4.34,2024-07-15 13:25:16,,
10914,RBC,Does everything I need,5,0,4.43,2024-07-15 12:00:53,Thank you Frances for the 5-star review! - Miranda,2024-08-09 15:07:45
10915,RBC,"Recent update made the app crash on launch, it's now unusable, can't be opened. Pixel 7",1,4,4.43,2024-07-15 09:11:19,"Hi David, sorry you had this experience. If this is still an issue please give us a call at 1-800-769-2555, we can help you out. - Miranda",2024-06-24 15:49:43
